Documento,Schema,Tabla,Existe,Fase
03-fase-extensiones/EXT-001-portal-maestros/historias-usuario/US-PM-004b-teacher-notes.md,FULL,md,NO,03-fase-extensiones
03-fase-extensiones/EXT-001-portal-maestros/historias-usuario/US-PM-004b-teacher-notes.md,DOMPurify,sanitize,NO,03-fase-extensiones
03-fase-extensiones/EXT-001-portal-maestros/historias-usuario/US-PM-005b-report-generation.md,FULL,md,NO,03-fase-extensiones
03-fase-extensiones/EXT-001-portal-maestros/historias-usuario/US-PM-004a-progress-analytics.md,FULL,md,NO,03-fase-extensiones
03-fase-extensiones/EXT-001-portal-maestros/historias-usuario/US-PM-002b-assignment-distribution.md,FULL,md,NO,03-fase-extensiones
03-fase-extensiones/EXT-001-portal-maestros/historias-usuario/US-PM-005a-classroom-analytics.md,FULL,md,NO,03-fase-extensiones
03-fase-extensiones/EXT-001-portal-maestros/historias-usuario/US-PM-002c-submissions-view.md,FULL,md,NO,03-fase-extensiones
03-fase-extensiones/EXT-001-portal-maestros/historias-usuario/US-PM-002a-assignment-crud.md,FULL,md,NO,03-fase-extensiones
03-fase-extensiones/EXT-001-portal-maestros/historias-usuario/US-PM-002a-assignment-crud.md,DOMPurify,sanitize,NO,03-fase-extensiones
03-fase-extensiones/EXT-001-portal-maestros/historias-usuario/US-PM-001a-classroom-crud.md,FULL,md,NO,03-fase-extensiones
03-fase-extensiones/EXT-008-white-label/README.md,auth_management,tenants,SI,03-fase-extensiones
03-fase-extensiones/EXT-008-white-label/README.md,system_configuration,tenant_branding,NO,03-fase-extensiones
03-fase-extensiones/EXT-002-admin-extendido/README.md,README,md,NO,03-fase-extensiones
02-fase-robustecimiento/_MAP.md,DATABASE_INVENTORY,csv,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/README.md,README,md,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/_MAP.md,INSTALACION,md,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/_MAP.md,TRACEABILITY,yml,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/_MAP.md,TABLAS,md,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/_MAP.md,SEED,md,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/_MAP.md,DATABASE_INVENTORY,csv,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/_MAP.md,HISTORICO,md,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/01-migraciones/MIGRACIONES-HISTORICO.md,teacher_module,assignment_exercises,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/01-migraciones/MIGRACIONES-HISTORICO.md,gamification_system,user_ranks,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/01-migraciones/MIGRACIONES-HISTORICO.md,gamification_system,user_stats,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/01-migraciones/MIGRACIONES-HISTORICO.md,auth,users,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/01-migraciones/MIGRACIONES-HISTORICO.md,teacher_module,assignment_classrooms,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/01-migraciones/MIGRACIONES-HISTORICO.md,teacher_module,assignments,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/01-migraciones/MIGRACIONES-HISTORICO.md,teacher_module,classroom_students,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/01-migraciones/MIGRACIONES-HISTORICO.md,teacher_module,assignment_students,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/01-migraciones/MIGRACIONES-HISTORICO.md,gamification_system,missions,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/01-migraciones/MIGRACIONES-HISTORICO.md,auth_management,profiles,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/01-migraciones/MIGRACIONES-HISTORICO.md,social_features,classrooms,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/01-migraciones/MIGRACIONES-HISTORICO.md,teacher_module,classrooms,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/01-migraciones/MIGRACIONES-HISTORICO.md,teacher_module,assignment_submissions,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/01-migraciones/MIGRACIONES-HISTORICO.md,auth_management,user_sessions,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,gamification_system,user_ranks,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,social_features,schools,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,social_features,classrooms,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,gamilit,now_mexico,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,gamification_system,user_stats,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,progress_tracking,exercise_attempts,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,auth,users,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,educational_content,exercises,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,auth_management,profiles,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,social_features,teams,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,gamification_system,ml_coins_transactions,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,progress_tracking,module_progress,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,educational_content,modules,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,social_features,classroom_members,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/ESQUEMA-44-TABLAS.md,auth_management,user_sessions,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/INDICES-PARTE-2.md,gamification_system,user_ranks,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/INDICES-PARTE-2.md,gamification_system,user_stats,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/03-documentacion/INDICES-PARTE-2.md,auth_management,profiles,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/02-scripts/DATOS-SEED.md,educational_content,exercises,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/02-scripts/DATOS-SEED.md,auth_management,profiles,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/02-scripts/DATOS-SEED.md,system_configuration,system_settings,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/02-scripts/DATOS-SEED.md,gamification_system,achievements,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/02-scripts/DATOS-SEED.md,educational_content,modules,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/02-scripts/SCRIPTS-INSTALACION.md,information_schema,triggers,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/02-scripts/SCRIPTS-INSTALACION.md,information_schema,routines,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/02-scripts/SCRIPTS-INSTALACION.md,system_configuration,system_settings,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/02-scripts/SCRIPTS-INSTALACION.md,system_configuration,feature_flags,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/02-scripts/SCRIPTS-INSTALACION.md,gamification_system,achievements,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/02-scripts/SCRIPTS-INSTALACION.md,information_schema,schemata,NO,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/02-scripts/SCRIPTS-INSTALACION.md,educational_content,modules,SI,02-fase-robustecimiento
02-fase-robustecimiento/EMR-001-migracion-bd/tareas/02-scripts/SCRIPTS-INSTALACION.md,information_schema,tables,SI,02-fase-robustecimiento
01-fase-alcance-inicial/EAI-006-configuracion-sistema/requerimientos/RF-SYS-003-notifications.md,system_configuration,notification_settings,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-006-configuracion-sistema/requerimientos/RF-SYS-002-feature-flags.md,system_configuration,feature_flags,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-006-configuracion-sistema/requerimientos/RF-SYS-001-settings.md,system_configuration,system_settings,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/README.md,README,md,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,context,getClass,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,auth_management,profiles,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,gamilit,get_current_user_id,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,context,getHandler,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,progress_tracking,learning_sessions,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,educational_content,modules,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,gamification_system,user_stats,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,requiredRoles,some,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,auth,users,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,gamilit,get_current_user_role,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,educational_content,exercises,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,app,getHttpServer,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,progress_tracking,exercise_attempts,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,guard,canActivate,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,progress_tracking,exercise_submissions,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,social_features,classroom_members,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,gamilit,now_mexico,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,allowedRoles,includes,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,progress_tracking,module_progress,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,context,switchToHttp,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-001-rbac.md,gamilit,is_admin,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,redis,del,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,email,includes,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,auth_management,profiles,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,jwt,verify,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,metricsService,increment,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,authService,findOrCreateOAuthUser,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,Date,now,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,JSON,stringify,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,redis,set,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,res,redirect,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,app,getHttpServer,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,authService,generateJWT,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,authService,createOAuthUser,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,redis,get,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,fs,readFileSync,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,auth_management,auth_providers,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,JSON,parse,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,authService,findUserByProvider,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,searchParams,get,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,response,json,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,auth_management,linked_providers,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-003-oauth.md,client,getSigningKey,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,api,post,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,auth_management,profiles,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,auth_management,verify_user_status,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,profileRepo,findOne,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,public,notifications,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,profileRepo,query,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,NEW,status,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,auth_management,suspend_user,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,auth,users,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,path,startsWith,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,auth_management,ban_user,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,exemptPaths,some,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,NEW,user_id,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,auth_management,on_email_verified,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,gamilit,now_mexico,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,auth_management,blocked_emails,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,audit_logging,log_status_change,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,auth_management,reactivate_user,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/especificaciones/ET-AUTH-002-estados-cuenta.md,audit_logging,audit_logs,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-003-oauth.md,public,auth_provider,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-003-oauth.md,auth,users,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-003-oauth.md,auth,validate_oauth_token,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-003-oauth.md,auth_management,profiles,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-003-oauth.md,expect,objectContaining,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-003-oauth.md,auth_management,linked_providers,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-003-oauth.md,auth,get_available_providers,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-003-oauth.md,app,getHttpServer,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-003-oauth.md,allowedRedirects,includes,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-003-oauth.md,auth_management,auth_providers,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-002-estados-cuenta.md,auth_management,suspend_user,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-002-estados-cuenta.md,profiles,status,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-002-estados-cuenta.md,audit_logging,log_status_change,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-002-estados-cuenta.md,notificationService,send,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-002-estados-cuenta.md,api,post,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-002-estados-cuenta.md,auth_management,reactivate_user,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-002-estados-cuenta.md,auth_management,profiles,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-002-estados-cuenta.md,auth_management,verify_user_status,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-002-estados-cuenta.md,allowedPaths,includes,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-002-estados-cuenta.md,auth_management,user_status,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-002-estados-cuenta.md,auth_management,ban_user,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-002-estados-cuenta.md,app,getHttpServer,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-001-roles.md,auth,users,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-001-roles.md,api,get,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-001-roles.md,educational_content,modules,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-001-roles.md,auth_management,profiles,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-001-roles.md,system_configuration,feature_flags,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-001-roles.md,gamilit,get_current_user_id,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-001-roles.md,expect,objectContaining,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-001-roles.md,audit_logging,audit_logs,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-001-roles.md,progress_tracking,module_progress,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-001-roles.md,gamilit,get_current_user_role,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-001-roles.md,social_features,classroom_members,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/requerimientos/RF-AUTH-001-roles.md,auth_management,gamilit_role,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-004-infraestructura-tecnica-base.md,env,example,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-004-infraestructura-tecnica-base.md,package,json,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,app,get,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,exception,getResponse,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,exception,getStatus,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,host,switchToHttp,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,authService,login,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,context,getHandler,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,app,useGlobalFilters,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,logger,error,SI,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,usersService,update,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,app,listen,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,SwaggerModule,createDocument,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,JSON,stringify,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,requiredRoles,includes,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,app,useGlobalGuards,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,NestFactory,create,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,usersService,findAll,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,app,setGlobalPrefix,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,response,status,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,ctx,getResponse,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,app,useGlobalPipes,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,super,canActivate,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,context,switchToHttp,NO,01-fase-alcance-inicial
01-fase-alcance-inicial/EAI-001-fundamentos/historias-usuario/US-FUND-006-api-restful-basica.md,SwaggerModule,setup,NO,01-fase-alcance-inicial
